4587520;4632576;4558848;11972608;51482624;255782912;4440064;4390912;4276224;58253312;97296384;120066048;183312384;4542464;4390912;4272128;4018176;4440064;4476928;149237760;4665344;76906496;16322560;74735616;4481024;3883008;91734016;53055488;1847296;4308992;4169728;75014144;90320896;101093376;15056896;4202496;20807680;4354048;3964928;144396288;39034880;4513792;4145152;17084416;4337664;4145152;3969024;37351424;40988672;3973120
6569984;3813376;6500352;6660096;11079680;51699712;4030464;6549504;8855552;3870720;29917184;33193984;39755776;3870720;8773632;3932160;6541312;10932224;5844992;3829760;6475776;6615040;4067328;3985408;3805184;3878912;3739648;8716288;8654848;3776512;6643712;8507392;6545408;3657728;8810496;3997696;8650752;3891200;8560640;3874816;6029312;3792896;6455296;8892416;3153920;3989504;6348800;6729728;8929280;3850240
7700480;9932800;4505600;1822720;5464064;5292032;3981312;1966080;1777664;1720320;2060288;2928640;1966080;1826816;4079616;1814528;3203072;7114752;1601536;1961984;7536640;1839104;1957888;1859584;1753088;4075520;4251648;1949696;1871872;4067328;2228224;4059136;1748992;1859584;2523136;1835008;5103616;1966080;1679360;7729152;1818624;7467008;1974272;1847296;4911104;3948544;1896448;1818624;958464;1638400
4222976;4390912;4395008;4395008;4321280;4341760;4235264;4341760;4333568;4288512;4202496;4325376;4374528;4485120;4136960;4141056;4341760;4456448;4485120;4440064;4411392;4132864;4452352;4251648;4452352;4407296;4177920;4399104;4255744;4427776;4210688;4554752;4190208;4341760;4358144;4456448;4452352;4485120;4206592;4415488;4169728;4345856;4071424;4403200;3981312;4345856;4464640;4239360;4308992;4427776
8605696;8761344;10903552;8589312;10887168;8667136;8925184;6447104;8568832;8675328;8904704;8605696;10981376;6471680;13328384;8593408;8609792;8716288;8622080;8843264;10915840;10756096;5857280;8880128;8564736;8806400;8708096;8781824;10719232;8675328;3653632;8577024;10944512;6426624;8585216;8552448;8683520;12943360;8552448;8839168;8720384;11161600;8507392;8552448;11304960;8744960;8536064;10854400;6668288;8552448
4149248;9609216;1732608;2019328;5279744;4481024;5079040;1912832;1658880;1912832;1720320;1720320;548065280;4206592;1855488;1904640;5029888;12689408;4067328;4050944;8007680;4059136;1785856;4108288;4083712;3960832;3956736;1703936;3960832;4059136;3952640;4059136;1867776;2076672;1777664;3960832;1843200;4067328;4997120;1892352;2039808;4247552;3964928;1929216;4710400;1712128;5615616;2052096;1880064;4268032
4206592;4116480;4153344;12664832;46964736;256880640;4202496;4349952;4788224;62062592;95145984;118882304;183767040;4407296;4153344;4096000;4349952;4530176;4534272;150630400;4325376;86011904;21704704;83877888;4386816;4390912;105721856;53870592;4521984;4399104;61378560;66187264;95477760;104615936;17784832;4395008;27684864;4427776;4476928;149155840;37634048;4087808;4386816;17776640;4239360;4034560;3915776;4165632;46325760;29818880
8835072;3530752;6733824;3817472;10858496;8908800;4173824;8781824;4108288;8597504;29478912;33349632;38440960;6201344;8691712;6684672;6746112;8802304;3719168;3903488;6488064;6053888;3788800;3788800;3686400;6623232;6602752;4005888;8757248;6483968;4063232;6504448;8695808;3928064;3829760;3760128;8810496;3805184;6541312;4157440;4075520;6836224;3829760;6467584;6356992;6647808;3899392;3489792;6606848;3510272
4493312;5529600;2162688;5226496;5185536;9728000;1982464;4169728;2105344;1966080;7823360;1978368;539480064;1757184;7577600;1843200;1372160;4059136;4870144;3342336;4145152;1859584;4165632;4096000;5394432;1720320;1691648;4177920;4194304;3235840;2072576;4050944;4165632;3366912;1978368;8093696;1957888;2310144;4001792;5378048;2641920;2056192;1974272;4026368;5406720;2019328;2088960;1806336;4087808;2146304
4259840;3993600;4214784;12574720;47325184;257044480;4063232;4272128;4534272;51986432;97361920;118554624;183439360;4513792;4374528;4624384;4583424;4403200;4038656;148111360;4501504;70602752;23187456;52240384;4063232;4489216;104964096;50429952;4452352;4296704;61431808;83136512;99291136;81870848;16445440;4403200;22089728;4067328;4485120;147292160;39075840;4255744;4149248;19890176;4411392;4648960;4677632;4243456;36536320;4128768
6545408;6475776;6168576;1085440;8601600;53661696;6541312;6402048;8880128;3768320;28094464;33075200;42344448;6127616;6479872;4165632;3850240;10678272;3858432;6307840;6569984;3661824;3981312;6639616;6582272;6549504;31891456;6410240;6451200;8900608;6836224;3747840;6598656;6590464;6811648;6565888;3809280;3973120;8466432;3911680;6680576;3715072;3710976;3760128;6160384;3817472;6598656;11337728;6230016;9121792
4026368;1949696;9732096;1847296;6500352;1863680;4128768;2539520;5206016;7958528;9809920;1949696;554614784;4018176;1695744;1937408;9732096;1843200;2043904;7852032;4055040;5132288;2019328;5869568;2002944;4005888;7843840;4059136;1753088;4931584;4050944;1712128;4067328;1822720;3977216;4165632;1871872;1933312;1847296;1884160;1617920;4509696;1982464;1679360;10117120;4247552;2027520;1896448;3952640;4063232
4366336;4624384;3289088;12582912;50577408;256765952;4059136;4067328;4415488;72724480;96235520;116318208;183332864;4362240;4280320;4345856;3981312;4313088;4300800;149540864;4390912;80531456;16601088;76738560;4591616;4300800;105590784;53010432;4243456;4358144;4362240;87646208;98398208;95981568;17940480;4509696;26046464;4186112;4395008;148701184;32980992;4141056;3923968;18046976;4104192;4157440;4595712;30482432;47448064;4530176
6414336;8921088;3805184;3862528;8912896;50675712;6799360;3825664;6549504;8564736;29249536;33943552;41873408;3866624;8818688;3989504;6553600;10801152;6275072;6017024;4198400;6496256;4104192;3710976;3735552;8663040;3977216;3764224;6471680;6561792;4132864;8564736;6651904;6635520;3940352;6430720;6426624;6426624;8867840;4063232;6176768;3862528;6656000;8617984;3735552;6496256;3641344;3690496;3784704;6639616
