1720320;1150976;1716224;1441792;81920;1727766528;1466368;2531328;2371584;1789952;1740800;1290240;2359296;2347008;1646592;1572864;2351104;2899968;419565568
1646592;1363968;2039808;1363968;172032;1817575424;2945024;2179072;2560000;3125248;3551232;2199552;3162112;3547136;2469888;2433024;2985984;1511424;426684416
1900544;2117632;2179072;1937408;81920;1726300160;2105344;2822144;2396160;1617920;2183168;2650112;2256896;2187264;3928064;2101248;3170304;2592768;368599040
1957888;2383872;1908736;3145728;217088;1824825344;2605056;2555904;2183168;2510848;1925120;2895872;2674688;3813376;2109440;3166208;3371008;1916928;411234304
2871296;2625536;1978368;2199552;81920;2170847232;2486272;2723840;2678784;2166784;2129920;2052096;2396160;2441216;2195456;3260416;2543616;2650112;366829568
2060288;1744896;2990080;1429504;249856;1726160896;3014656;2338816;1888256;2682880;1224704;3452928;2772992;3739648;2347008;1736704;1654784;1970176;454701056
3194880;8265728;3571712;5304320;184320;929128448;5459968;9199616;1912832;1875968;4096000;4984832;1871872;5283840;1806336;4063232;5017600;1851392;314777600
4890624;4255744;3944448;31711232;131072;4339036160;4263936;3846144;4149248;4276224;4554752;4390912;4169728;56324096;4190208;4280320;4468736;4325376;1099915264
3710976;6635520;6471680;6590464;229376;629092352;6520832;6717440;8933376;6651904;3457024;3633152;8986624;6635520;8724480;6717440;8994816;8847360;172355584
4403200;3325952;5345280;1880064;339968;1029406720;4481024;3174400;3948544;8278016;1851392;7344128;1855488;1830912;4169728;5160960;5087232;7659520;319860736
4255744;4321280;4435968;28946432;184320;4326920192;4186112;4407296;3993600;4313088;4169728;4087808;4407296;54329344;4255744;4268032;4046848;4345856;1100505088
8908800;3596288;6496256;3964928;8523776;647999488;6758400;6504448;3612672;6606848;6610944;6668288;3727360;6447104;3944448;6516736;6434816;6115328;168046592
7110656;4894720;5287936;2572288;262144;2039808;1716224;1781760;4759552;4087808;2375680;4001792;1814528;1843200;1916928;4063232;1695744;1835008;4063232
4399104;4366336;4001792;4456448;200704;2203648;4104192;4100096;4362240;4194304;4050944;4542464;4345856;4272128;4468736;4325376;4333568;4440064;4345856
8794112;8650752;8994816;8736768;327680;11063296;8671232;8974336;8814592;13312000;6459392;6410240;8736768;10760192;10653696;10838016;8626176;6385664;6610944
1765376;4907008;7389184;4120576;249856;940347392;1634304;4407296;2396160;1642496;9715712;3969024;9707520;1789952;1941504;1839104;4096000;9723904;585945088
4497408;4468736;4714496;39006208;110592;4329201664;4202496;4329472;4407296;4415488;4374528;4116480;4182016;56315904;4362240;4067328;4276224;4341760;1100554240
6496256;3784704;6619136;6422528;221184;651247616;9154560;3862528;6533120;6660096;6508544;3788800;4108288;4100096;8970240;6524928;9248768;6483968;173826048
4956160;5296128;5091328;5287936;131072;982233088;5357568;1781760;1769472;4849664;1994752;3989504;5632000;3973120;1753088;4059136;4063232;1175552;594415616
4403200;4534272;4403200;33890304;110592;4331986944;4247552;4501504;4337664;4460544;4308992;4218880;4349952;55889920;3989504;4317184;4169728;4259840;1099685888
3903488;3686400;6606848;8585216;397312;620810240;6893568;6475776;6529024;6582272;8962048;3698688;6369280;6647808;3682304;8818688;3686400;3948544;171274240
4067328;5369856;5263360;5566464;266240;1009209344;5447680;4878336;1708032;1892352;1900544;1851392;3268608;1728512;1908736;4161536;1957888;1720320;377552896
4100096;4202496;4513792;34148352;204800;4328677376;4268032;4145152;4317184;4362240;4231168;4362240;4296704;4505600;4259840;4329472;4153344;4276224;1100021760
3776512;6660096;3960832;3403776;180224;627650560;8937472;6754304;3645440;4014080;3805184;6696960;6529024;6483968;3702784;8728576;6651904;6717440;166973440
