5.847;1.862;1.285
3.413;1.270;1.032
3.310;1.280;1.023
3.489;1.268;1.020
3.441;1.267;1.033
3.552;1.345;1.072
4.012;1.585;1.183
322.918;46.352;18.837
3.844;1.583;1.077
4.048;1.608;1.222
322.104;45.728;18.646
3.877;1.525;1.084
0.911;0.932;0.904
0.785;0.805;0.812
0.843;0.791;0.850
3.942;1.596;1.165
322.182;45.962;18.479
3.930;1.564;1.088
4.073;1.571;1.195
320.624;45.984;18.623
3.840;1.573;1.148
3.975;1.619;1.243
319.800;45.934;18.397
3.824;1.548;1.046
