0.908;0.753
0.805;0.782
0.838;0.789
0.847;0.760
0.850;0.757
0.857;0.768
1.078;0.760
1.323;0.811
0.974;0.824
1.108;0.766
1.281;0.802
1.020;0.796
0.911;0.769
0.814;0.823
0.916;0.794
1.059;0.781
1.304;0.792
1.012;0.817
1.085;0.742
1.282;0.799
1.008;0.821
1.063;0.777
1.313;0.747
0.972;0.769
