2756608;274432
2514944;184320
2322432;81920
2695168;155648
3088384;86016
1986560;278528
5271552;110592
4313088;212992
10858496;139264
1847296;311296
4239360;110592
3715072;274432
1986560;159744
4304896;3694592
8884224;172032
1839104;102400
4456448;1294336
6406144;98304
1904640;303104
4431872;233472
8429568;98304
5734400;290816
4157440;520192
8921088;319488
