0.824;1.689;0.930
0.828;1.149;0.835
0.832;1.143;0.883
0.830;1.169;0.875
0.829;1.180;0.894
0.814;1.225;0.902
1.050;1.587;1.286
1.147;14.052;2.232
0.916;1.512;1.040
1.047;1.644;1.271
1.165;14.334;2.221
0.861;1.533;1.026
0.913;0.922;0.957
0.832;0.801;0.806
0.798;0.809;0.820
1.090;1.590;1.281
1.139;14.022;2.219
0.894;1.547;1.051
1.111;1.596;1.277
1.181;14.040;2.214
0.876;1.525;0.993
1.060;1.584;1.309
1.156;14.022;2.212
0.936;1.561;1.019
